,language1,language2,distance
774,Afrikaans,Wakhi,78.4
775,Afrikaans,Walloon,65.9
776,Afrikaans,Warji,82.1
777,Afrikaans,Waziri,76.4
778,Afrikaans,Welsh,72.8
779,Afrikaans,Wolof,97.2
780,Afrikaans,Yakut,91.7
781,Afrikaans,Yiddish,32.1
782,Afrikaans,Yoruba,97.2
783,Afrikaans,Yupik,90.2
784,Afrikaans,Zazaki,77.9
785,Afrikaans,Zulu,90.1
786,Ainu,Ainu,0.0
787,Ainu,Albanian_(Gheg),83.0
788,Ainu,Albanian_(Tosk),82.4
789,Ainu,Aleut,92.5
790,Ainu,Altai,94.4
791,Ainu,Amharic,88.1
792,Ainu,Arabic,91.7
793,Ainu,Aramaic_(Syriac),90.4
794,Ainu,Arbanaski,83.0
795,Ainu,Armenian,88.0
796,Ainu,Armenian_(Eastern),88.0
797,Ainu,Assamese,85.5
798,Ainu,Avar,88.9
799,Ainu,Azeri,95.0
800,Ainu,Balochi,90.7
801,Ainu,Basaa,82.3
802,Ainu,Bashkir,91.7
803,Ainu,Basque,85.6
804,Ainu,Belarusian,87.1
805,Ainu,Bemba,82.2
806,Ainu,Bengali,91.0
807,Ainu,Bihari,87.9
808,Ainu,Bole,94.8
809,Ainu,Brahui,84.1
810,Ainu,Brazilian,93.6
811,Ainu,Breton,92.9
812,Ainu,Bulgarian,87.1
813,Ainu,Burmese,89.5
814,Ainu,Burushaski,87.7
815,Ainu,Buryat,90.0
816,Ainu,Buyang,83.3
817,Ainu,Catalan,93.6
818,Ainu,Cebuano,84.7
819,Ainu,Chechen,95.1
820,Ainu,Chinese_(Cantonese),88.9
821,Ainu,Chinese_(Mandarin),94.4
822,Ainu,Chuvash,97.2
823,Ainu,Comorian,88.5
824,Ainu,Cornish,92.9
825,Ainu,Croatian,87.1
826,Ainu,Czech,87.1
827,Ainu,Danish,87.4
828,Ainu,Dargwa,96.9
829,Ainu,Dhivehi_(Maldivian),97.8
830,Ainu,Ossetic_(Digor),88.6
831,Ainu,Dizi,91.7
832,Ainu,Douala,88.2
833,Ainu,Dutch,86.7
834,Ainu,English,87.7
835,Ainu,Estonian,89.3
836,Ainu,Even,94.5
837,Ainu,Faroese,89.4
838,Ainu,Finnish,86.5
839,Ainu,Flemish,86.7
840,Ainu,French,92.9
841,Ainu,Frisian,84.7
842,Ainu,Friulian,90.7
843,Ainu,Fula,87.7
844,Ainu,Galician,93.6
845,Ainu,Gelao,87.8
846,Ainu,Georgian,90.7
847,Ainu,German,89.0
848,Ainu,Greek_(modern),85.7
849,Ainu,Greenlandic_(Eastern),88.0
850,Ainu,Greenlandic_(Western),84.5
851,Ainu,Gujarati,89.9
852,Ainu,Gypsy_Romani,88.3
853,Ainu,Hausa,98.1
854,Ainu,Hebrew,97.2
855,Ainu,Hindi,88.9
856,Ainu,Hungarian,86.5
857,Ainu,Icelandic,89.4
858,Ainu,Igbo,91.7
859,Ainu,Indonesian,92.8
860,Ainu,Irish,81.5
861,Ainu,Ossetic_(Iron),85.3
862,Ainu,Ishkashimi,81.5
863,Ainu,Istro-Romanian,90.3
864,Ainu,Italian,85.3
865,Ainu,Japanese,93.3
866,Ainu,Javanese,87.7
867,Ainu,Kabardino_Cherkess,94.4
868,Ainu,Kabylian,87.0
869,Ainu,Kalasha,83.5
870,Ainu,Kalmyk,91.7
871,Ainu,Kannada,86.3
872,Ainu,Karelian,86.5
873,Ainu,Kashmiri,90.9
874,Ainu,Kazakh,94.4
875,Ainu,Ket,100.0
876,Ainu,Khanti,85.2
877,Ainu,Khmer,77.0
878,Ainu,Khowar,91.4
879,Ainu,Kivalliq,80.9
880,Ainu,Komi,88.6
881,Ainu,Korean,79.8
882,Ainu,Kurdish,91.5
883,Ainu,Kurukh,92.3
884,Ainu,Kyrgyz,94.4
885,Ainu,Labrador_Inuttut,85.3
886,Ainu,Ladin,95.4
887,Ainu,Lahnda,84.1
888,Ainu,Lak,89.5
889,Ainu,Lao,86.7
890,Ainu,Latvian,90.9
891,Ainu,Letzebuergesch,86.4
892,Ainu,Lezgian,94.4
893,Ainu,Lithuanian,85.6
894,Ainu,Macedonian,87.1
895,Ainu,Magahi,84.5
896,Ainu,Malagasy,81.8
897,Ainu,Malayalam,83.3
898,Ainu,Maltese,87.7
899,Ainu,Mansi,82.8
900,Ainu,Maori,86.3
901,Ainu,Marathi,91.1
902,Ainu,Mari,93.1
903,Ainu,Marwari,86.8
904,Ainu,Mon,82.3
905,Ainu,Mongolian,91.7
906,Ainu,Nayi,94.8
907,Ainu,Nenets,89.6
908,Ainu,Nepali,89.6
909,Ainu,Norwegian(bokmal),85.0
910,Ainu,Norwegian(nynorsk),83.0
911,Ainu,Oriya,91.7
912,Ainu,Oromo,90.2
913,Ainu,Oroqen,97.2
914,Ainu,Pashto,90.9
915,Ainu,Pennsylvania_Dutch,86.4
916,Ainu,Persian,84.0
917,Ainu,Polish,89.9
918,Ainu,Portuguese,93.6
919,Ainu,Provencal,95.6
920,Ainu,Punjabi,86.1
921,Ainu,Romanian,85.3
922,Ainu,Romansch,97.8
923,Ainu,Russian,87.1
924,Ainu,Sami,94.4
925,Ainu,Samoan,92.5
926,Ainu,Sardinian_L,86.9
927,Ainu,Sardinian_N,90.4
928,Ainu,Sariqoli,88.1
929,Ainu,Schwyzerduetsch,83.5
930,Ainu,Scots_(Scottish_English),90.5
931,Ainu,Scottish_Gaelic,88.0
932,Ainu,Serbian,87.1
933,Ainu,Shan,88.9
934,Ainu,Sheko,86.2
935,Ainu,Sindhi,88.7
936,Ainu,Sinhalese,90.4
937,Ainu,Slovak,87.1
938,Ainu,Slovene,87.1
939,Ainu,Somali,95.3
940,Ainu,Spanish,88.6
941,Ainu,Sranan,89.8
942,Ainu,Swahili,87.0
943,Ainu,Swedish,88.0
944,Ainu,Tagalog,86.8
945,Ainu,Tahitian,86.1
946,Ainu,Tajik,84.0
947,Ainu,Tamasheq,88.5
948,Ainu,Tamil,80.2
949,Ainu,Tashelhit,93.5
950,Ainu,Tatar,94.4
951,Ainu,Tausug,84.8
952,Ainu,Telugu,89.1
953,Ainu,Thai,88.9
954,Ainu,Tibetan,94.7
955,Ainu,Tigrigna,93.2
956,Ainu,Tmazight_(Riffian_Berber),97.2
957,Ainu,Tsakonian,93.8
958,Ainu,Turkish,95.0
959,Ainu,Turkmen,95.0
960,Ainu,Tuvan,92.2
961,Ainu,Ukrainian,87.1
962,Ainu,Urdu,86.4
963,Ainu,Uyghur,94.1
964,Ainu,Uzbek,94.4
965,Ainu,Veps,83.7
966,Ainu,Vietnamese,88.9
967,Ainu,Vlach,90.8
968,Ainu,Wakhi,91.5
969,Ainu,Walloon,93.0
970,Ainu,Warji,90.9
971,Ainu,Waziri,88.0
972,Ainu,Welsh,88.3
973,Ainu,Wolof,85.5
974,Ainu,Yakut,91.7
975,Ainu,Yiddish,85.9
976,Ainu,Yoruba,91.7
977,Ainu,Yupik,88.9
978,Ainu,Zazaki,85.5
979,Ainu,Zulu,86.1
980,Albanian_(Gheg),Albanian_(Gheg),0.0
981,Albanian_(Gheg),Albanian_(Tosk),13.0
982,Albanian_(Gheg),Aleut,92.6
983,Albanian_(Gheg),Altai,89.0
984,Albanian_(Gheg),Amharic,86.5
985,Albanian_(Gheg),Arabic,84.0
986,Albanian_(Gheg),Aramaic_(Syriac),77.7
987,Albanian_(Gheg),Arbanaski,13.0
988,Albanian_(Gheg),Armenian,84.0
989,Albanian_(Gheg),Armenian_(Eastern),84.0
990,Albanian_(Gheg),Assamese,75.8
991,Albanian_(Gheg),Avar,91.5
992,Albanian_(Gheg),Azeri,87.5
993,Albanian_(Gheg),Balochi,76.1
994,Albanian_(Gheg),Basaa,96.9
995,Albanian_(Gheg),Bashkir,90.7
996,Albanian_(Gheg),Basque,88.9
997,Albanian_(Gheg),Belarusian,70.0
998,Albanian_(Gheg),Bemba,88.2
999,Albanian_(Gheg),Bengali,78.5
1000,Albanian_(Gheg),Bihari,78.5
1001,Albanian_(Gheg),Bole,73.5
1002,Albanian_(Gheg),Brahui,80.7
1003,Albanian_(Gheg),Brazilian,74.9
1004,Albanian_(Gheg),Breton,73.6
1005,Albanian_(Gheg),Bulgarian,72.1
1006,Albanian_(Gheg),Burmese,82.4
1007,Albanian_(Gheg),Burushaski,100.0
1008,Albanian_(Gheg),Buryat,90.0
1009,Albanian_(Gheg),Buyang,96.7
1010,Albanian_(Gheg),Catalan,74.1
1011,Albanian_(Gheg),Cebuano,88.9
1012,Albanian_(Gheg),Chechen,100.0
1013,Albanian_(Gheg),Chinese_(Cantonese),88.5
1014,Albanian_(Gheg),Chinese_(Mandarin),88.9
1015,Albanian_(Gheg),Chuvash,94.4
1016,Albanian_(Gheg),Comorian,90.7
1017,Albanian_(Gheg),Cornish,73.9
1018,Albanian_(Gheg),Croatian,74.9
1019,Albanian_(Gheg),Czech,71.3
1020,Albanian_(Gheg),Danish,76.2
1021,Albanian_(Gheg),Dargwa,97.3
1022,Albanian_(Gheg),Dhivehi_(Maldivian),84.6
1023,Albanian_(Gheg),Ossetic_(Digor),87.0
1024,Albanian_(Gheg),Dizi,83.5
1025,Albanian_(Gheg),Douala,83.6
1026,Albanian_(Gheg),Dutch,78.1
1027,Albanian_(Gheg),English,80.4
1028,Albanian_(Gheg),Estonian,85.0
1029,Albanian_(Gheg),Even,97.3
1030,Albanian_(Gheg),Faroese,84.1
1031,Albanian_(Gheg),Finnish,87.6
1032,Albanian_(Gheg),Flemish,83.6
1033,Albanian_(Gheg),French,70.6
1034,Albanian_(Gheg),Frisian,83.0
1035,Albanian_(Gheg),Friulian,69.4
1036,Albanian_(Gheg),Fula,91.7
1037,Albanian_(Gheg),Galician,73.9
1038,Albanian_(Gheg),Gelao,91.8
1039,Albanian_(Gheg),Georgian,94.4
1040,Albanian_(Gheg),German,84.8
1041,Albanian_(Gheg),Greek_(modern),71.9
1042,Albanian_(Gheg),Greenlandic_(Eastern),92.3
1043,Albanian_(Gheg),Greenlandic_(Western),79.4
1044,Albanian_(Gheg),Gujarati,83.1
1045,Albanian_(Gheg),Gypsy_Romani,78.7
1046,Albanian_(Gheg),Hausa,86.9
1047,Albanian_(Gheg),Hebrew,85.6
1048,Albanian_(Gheg),Hindi,75.4
1049,Albanian_(Gheg),Hungarian,84.7
1050,Albanian_(Gheg),Icelandic,83.6
1051,Albanian_(Gheg),Igbo,91.7
1052,Albanian_(Gheg),Indonesian,88.9
1053,Albanian_(Gheg),Irish,78.2
1054,Albanian_(Gheg),Ossetic_(Iron),86.8
1055,Albanian_(Gheg),Ishkashimi,76.8
1056,Albanian_(Gheg),Istro-Romanian,74.5
1057,Albanian_(Gheg),Italian,67.8
1058,Albanian_(Gheg),Japanese,97.4
1059,Albanian_(Gheg),Javanese,95.1
1060,Albanian_(Gheg),Kabardino_Cherkess,88.0
1061,Albanian_(Gheg),Kabylian,85.9
1062,Albanian_(Gheg),Kalasha,75.0
1063,Albanian_(Gheg),Kalmyk,92.2
1064,Albanian_(Gheg),Kannada,86.7
1065,Albanian_(Gheg),Karelian,90.4
1066,Albanian_(Gheg),Kashmiri,74.8
1067,Albanian_(Gheg),Kazakh,90.7
1068,Albanian_(Gheg),Ket,97.1
1069,Albanian_(Gheg),Khanti,81.6
1070,Albanian_(Gheg),Khmer,92.4
1071,Albanian_(Gheg),Khowar,79.2
1072,Albanian_(Gheg),Kivalliq,82.8
1073,Albanian_(Gheg),Komi,85.9
1074,Albanian_(Gheg),Korean,84.6
1075,Albanian_(Gheg),Kurdish,85.0
1076,Albanian_(Gheg),Kurukh,88.5
1077,Albanian_(Gheg),Kyrgyz,89.0
1078,Albanian_(Gheg),Labrador_Inuttut,90.0
1079,Albanian_(Gheg),Ladin,76.9
1080,Albanian_(Gheg),Lahnda,74.8
1081,Albanian_(Gheg),Lak,90.1
1082,Albanian_(Gheg),Lao,95.1
1083,Albanian_(Gheg),Latvian,71.0
1084,Albanian_(Gheg),Letzebuergesch,85.8
1085,Albanian_(Gheg),Lezgian,85.6
1086,Albanian_(Gheg),Lithuanian,67.9
1087,Albanian_(Gheg),Macedonian,69.4
1088,Albanian_(Gheg),Magahi,78.5
1089,Albanian_(Gheg),Malagasy,91.4
1090,Albanian_(Gheg),Malayalam,90.0
1091,Albanian_(Gheg),Maltese,84.9
1092,Albanian_(Gheg),Mansi,86.2
1093,Albanian_(Gheg),Maori,92.3
1094,Albanian_(Gheg),Marathi,83.3
1095,Albanian_(Gheg),Mari,88.7
1096,Albanian_(Gheg),Marwari,78.5
1097,Albanian_(Gheg),Mon,93.1
1098,Albanian_(Gheg),Mongolian,90.0
1099,Albanian_(Gheg),Nayi,82.1
1100,Albanian_(Gheg),Nenets,79.0
1101,Albanian_(Gheg),Nepali,78.5
1102,Albanian_(Gheg),Norwegian(bokmal),76.2
1103,Albanian_(Gheg),Norwegian(nynorsk),70.7
1104,Albanian_(Gheg),Oriya,80.3
1105,Albanian_(Gheg),Oromo,86.1
1106,Albanian_(Gheg),Oroqen,94.3
1107,Albanian_(Gheg),Pashto,89.3
1108,Albanian_(Gheg),Pennsylvania_Dutch,81.9
1109,Albanian_(Gheg),Persian,82.5
1110,Albanian_(Gheg),Polish,75.0
1111,Albanian_(Gheg),Portuguese,74.9
1112,Albanian_(Gheg),Provencal,77.9
1113,Albanian_(Gheg),Punjabi,75.4
1114,Albanian_(Gheg),Romanian,78.7
1115,Albanian_(Gheg),Romansch,79.6
1116,Albanian_(Gheg),Russian,72.1
1117,Albanian_(Gheg),Sami,85.4
1118,Albanian_(Gheg),Samoan,92.3
1119,Albanian_(Gheg),Sardinian_L,75.0
1120,Albanian_(Gheg),Sardinian_N,72.2
1121,Albanian_(Gheg),Sariqoli,83.1
1122,Albanian_(Gheg),Schwyzerduetsch,85.8
1123,Albanian_(Gheg),Scots_(Scottish_English),84.4
1124,Albanian_(Gheg),Scottish_Gaelic,80.5
1125,Albanian_(Gheg),Serbian,72.1
1126,Albanian_(Gheg),Shan,97.8
1127,Albanian_(Gheg),Sheko,79.4
1128,Albanian_(Gheg),Sindhi,83.3
1129,Albanian_(Gheg),Sinhalese,79.1
1130,Albanian_(Gheg),Slovak,69.4
1131,Albanian_(Gheg),Slovene,72.1
1132,Albanian_(Gheg),Somali,83.3
1133,Albanian_(Gheg),Spanish,74.9
1134,Albanian_(Gheg),Sranan,66.1
1135,Albanian_(Gheg),Swahili,91.7
1136,Albanian_(Gheg),Swedish,74.7
1137,Albanian_(Gheg),Tagalog,94.1
1138,Albanian_(Gheg),Tahitian,89.5
1139,Albanian_(Gheg),Tajik,82.5
1140,Albanian_(Gheg),Tamasheq,85.7
1141,Albanian_(Gheg),Tamil,91.2
1142,Albanian_(Gheg),Tashelhit,90.2
1143,Albanian_(Gheg),Tatar,89.0
1144,Albanian_(Gheg),Tausug,89.5
1145,Albanian_(Gheg),Telugu,93.3
1146,Albanian_(Gheg),Thai,97.8
1147,Albanian_(Gheg),Tibetan,85.5
1148,Albanian_(Gheg),Tigrigna,83.7
1149,Albanian_(Gheg),Tmazight_(Riffian_Berber),81.2
1150,Albanian_(Gheg),Tsakonian,68.7
1151,Albanian_(Gheg),Turkish,87.1
1152,Albanian_(Gheg),Turkmen,87.1
1153,Albanian_(Gheg),Tuvan,88.9
1154,Albanian_(Gheg),Ukrainian,70.0
1155,Albanian_(Gheg),Urdu,75.4
1156,Albanian_(Gheg),Uyghur,91.3
1157,Albanian_(Gheg),Uzbek,89.0
1158,Albanian_(Gheg),Veps,84.8
1159,Albanian_(Gheg),Vietnamese,92.9
1160,Albanian_(Gheg),Vlach,75.9
1161,Albanian_(Gheg),Wakhi,75.7
1162,Albanian_(Gheg),Walloon,74.3
1163,Albanian_(Gheg),Warji,94.9
1164,Albanian_(Gheg),Waziri,92.3
1165,Albanian_(Gheg),Welsh,78.4
1166,Albanian_(Gheg),Wolof,92.3
1167,Albanian_(Gheg),Yakut,90.7
1168,Albanian_(Gheg),Yiddish,77.8
1169,Albanian_(Gheg),Yoruba,94.4
1170,Albanian_(Gheg),Yupik,91.7
1171,Albanian_(Gheg),Zazaki,79.5
1172,Albanian_(Gheg),Zulu,92.3
1173,Albanian_(Tosk),Albanian_(Tosk),0.0
1174,Albanian_(Tosk),Aleut,92.6
1175,Albanian_(Tosk),Altai,86.2
1176,Albanian_(Tosk),Amharic,86.5
1177,Albanian_(Tosk),Arabic,86.7
1178,Albanian_(Tosk),Aramaic_(Syriac),76.7
1179,Albanian_(Tosk),Arbanaski,14.8
1180,Albanian_(Tosk),Armenian,82.1
1181,Albanian_(Tosk),Armenian_(Eastern),82.1
1182,Albanian_(Tosk),Assamese,75.8
1183,Albanian_(Tosk),Avar,88.7
1184,Albanian_(Tosk),Azeri,85.4
1185,Albanian_(Tosk),Balochi,71.7
1186,Albanian_(Tosk),Basaa,93.8
1187,Albanian_(Tosk),Bashkir,88.6
1188,Albanian_(Tosk),Basque,89.5
1189,Albanian_(Tosk),Belarusian,67.2
1190,Albanian_(Tosk),Bemba,91.2
1191,Albanian_(Tosk),Bengali,78.5
1192,Albanian_(Tosk),Bihari,75.7
1193,Albanian_(Tosk),Bole,73.5
1194,Albanian_(Tosk),Brahui,87.4
1195,Albanian_(Tosk),Brazilian,69.4
1196,Albanian_(Tosk),Breton,70.8
1197,Albanian_(Tosk),Bulgarian,69.4
1198,Albanian_(Tosk),Burmese,78.7
1199,Albanian_(Tosk),Burushaski,100.0
1200,Albanian_(Tosk),Buryat,87.2
1201,Albanian_(Tosk),Buyang,92.8
1202,Albanian_(Tosk),Catalan,71.3
1203,Albanian_(Tosk),Cebuano,88.9
1204,Albanian_(Tosk),Chechen,100.0
1205,Albanian_(Tosk),Chinese_(Cantonese),91.2
1206,Albanian_(Tosk),Chinese_(Mandarin),94.4
1207,Albanian_(Tosk),Chuvash,91.2
1208,Albanian_(Tosk),Comorian,90.7
1209,Albanian_(Tosk),Cornish,71.1
1210,Albanian_(Tosk),Croatian,72.1
1211,Albanian_(Tosk),Czech,72.2
1212,Albanian_(Tosk),Danish,74.7
1213,Albanian_(Tosk),Dargwa,97.3
1214,Albanian_(Tosk),Dhivehi_(Maldivian),89.3
1215,Albanian_(Tosk),Ossetic_(Digor),82.7
1216,Albanian_(Tosk),Dizi,76.3
1217,Albanian_(Tosk),Douala,83.6
1218,Albanian_(Tosk),Dutch,86.4
1219,Albanian_(Tosk),English,78.9
1220,Albanian_(Tosk),Estonian,84.6
1221,Albanian_(Tosk),Even,93.7
1222,Albanian_(Tosk),Faroese,81.4
1223,Albanian_(Tosk),Finnish,90.4
1224,Albanian_(Tosk),Flemish,86.4
1225,Albanian_(Tosk),French,66.5
1226,Albanian_(Tosk),Frisian,81.5
1227,Albanian_(Tosk),Friulian,69.4
1228,Albanian_(Tosk),Fula,88.7
1229,Albanian_(Tosk),Galician,68.3
1230,Albanian_(Tosk),Gelao,90.7
1231,Albanian_(Tosk),Georgian,94.4
1232,Albanian_(Tosk),German,81.9
1233,Albanian_(Tosk),Greek_(modern),70.9
1234,Albanian_(Tosk),Greenlandic_(Eastern),86.5
1235,Albanian_(Tosk),Greenlandic_(Western),70.9
1236,Albanian_(Tosk),Gujarati,80.3
1237,Albanian_(Tosk),Gypsy_Romani,75.9
1238,Albanian_(Tosk),Hausa,86.0
1239,Albanian_(Tosk),Hebrew,82.8
1240,Albanian_(Tosk),Hindi,72.6
1241,Albanian_(Tosk),Hungarian,79.1
1242,Albanian_(Tosk),Icelandic,82.0
1243,Albanian_(Tosk),Igbo,94.4
1244,Albanian_(Tosk),Indonesian,88.9
1245,Albanian_(Tosk),Irish,72.6
1246,Albanian_(Tosk),Ossetic_(Iron),82.5
1247,Albanian_(Tosk),Ishkashimi,76.8
1248,Albanian_(Tosk),Istro-Romanian,71.6
1249,Albanian_(Tosk),Italian,63.7
1250,Albanian_(Tosk),Japanese,89.6
1251,Albanian_(Tosk),Javanese,95.1
1252,Albanian_(Tosk),Kabardino_Cherkess,90.8
1253,Albanian_(Tosk),Kabylian,83.6
1254,Albanian_(Tosk),Kalasha,67.3
1255,Albanian_(Tosk),Kalmyk,85.9
1256,Albanian_(Tosk),Kannada,90.0
1257,Albanian_(Tosk),Karelian,89.9
1258,Albanian_(Tosk),Kashmiri,69.3
1259,Albanian_(Tosk),Kazakh,88.6
1260,Albanian_(Tosk),Ket,93.9
1261,Albanian_(Tosk),Khanti,84.4
1262,Albanian_(Tosk),Khmer,92.4
1263,Albanian_(Tosk),Khowar,75.5
1264,Albanian_(Tosk),Kivalliq,78.7
1265,Albanian_(Tosk),Komi,85.9
1266,Albanian_(Tosk),Korean,87.3
1267,Albanian_(Tosk),Kurdish,79.5
1268,Albanian_(Tosk),Kurukh,92.3
1269,Albanian_(Tosk),Kyrgyz,86.9
1270,Albanian_(Tosk),Labrador_Inuttut,83.9
1271,Albanian_(Tosk),Ladin,74.1
1272,Albanian_(Tosk),Lahnda,74.8
1273,Albanian_(Tosk),Lak,90.1
1274,Albanian_(Tosk),Lao,91.9
1275,Albanian_(Tosk),Latvian,63.4
1276,Albanian_(Tosk),Letzebuergesch,84.3
1277,Albanian_(Tosk),Lezgian,88.4
1278,Albanian_(Tosk),Lithuanian,65.2
1279,Albanian_(Tosk),Macedonian,66.6
1280,Albanian_(Tosk),Magahi,75.7
1281,Albanian_(Tosk),Malagasy,88.6
1282,Albanian_(Tosk),Malayalam,90.0
1283,Albanian_(Tosk),Maltese,84.9
1284,Albanian_(Tosk),Mansi,89.0
1285,Albanian_(Tosk),Maori,90.4
1286,Albanian_(Tosk),Marathi,80.6
1287,Albanian_(Tosk),Mari,87.8
1288,Albanian_(Tosk),Marwari,75.7
1289,Albanian_(Tosk),Mon,93.1
1290,Albanian_(Tosk),Mongolian,79.9
1291,Albanian_(Tosk),Nayi,82.1
1292,Albanian_(Tosk),Nenets,84.6
1293,Albanian_(Tosk),Nepali,75.7
1294,Albanian_(Tosk),Norwegian(bokmal),74.7
1295,Albanian_(Tosk),Norwegian(nynorsk),72.8
1296,Albanian_(Tosk),Oriya,80.3
1297,Albanian_(Tosk),Oromo,82.9
1298,Albanian_(Tosk),Oroqen,95.0
1299,Albanian_(Tosk),Pashto,83.7
1300,Albanian_(Tosk),Pennsylvania_Dutch,79.1
1301,Albanian_(Tosk),Persian,77.0
1302,Albanian_(Tosk),Polish,72.2
1303,Albanian_(Tosk),Portuguese,69.4
1304,Albanian_(Tosk),Provencal,75.1
1305,Albanian_(Tosk),Punjabi,75.4
1306,Albanian_(Tosk),Romanian,75.9
1307,Albanian_(Tosk),Romansch,76.9
1308,Albanian_(Tosk),Russian,69.4
1309,Albanian_(Tosk),Sami,88.3
1310,Albanian_(Tosk),Samoan,92.3
1311,Albanian_(Tosk),Sardinian_L,75.9
1312,Albanian_(Tosk),Sardinian_N,73.1
1313,Albanian_(Tosk),Sariqoli,81.8
1314,Albanian_(Tosk),Schwyzerduetsch,84.3
1315,Albanian_(Tosk),Scots_(Scottish_English),82.9
1316,Albanian_(Tosk),Scottish_Gaelic,76.1
1317,Albanian_(Tosk),Serbian,69.4
1318,Albanian_(Tosk),Shan,91.7
1319,Albanian_(Tosk),Sheko,79.4
1320,Albanian_(Tosk),Sindhi,80.6
1321,Albanian_(Tosk),Sinhalese,78.2
1322,Albanian_(Tosk),Slovak,69.4
1323,Albanian_(Tosk),Slovene,69.4
1324,Albanian_(Tosk),Somali,79.0
1325,Albanian_(Tosk),Spanish,66.6
1326,Albanian_(Tosk),Sranan,74.4
1327,Albanian_(Tosk),Swahili,91.8
1328,Albanian_(Tosk),Swedish,76.9
1329,Albanian_(Tosk),Tagalog,94.1
1330,Albanian_(Tosk),Tahitian,90.4
1331,Albanian_(Tosk),Tajik,77.0
1332,Albanian_(Tosk),Tamasheq,88.4
1333,Albanian_(Tosk),Tamil,94.1
1334,Albanian_(Tosk),Tashelhit,90.2
1335,Albanian_(Tosk),Tatar,86.9
1336,Albanian_(Tosk),Tausug,92.3
1337,Albanian_(Tosk),Telugu,93.3
1338,Albanian_(Tosk),Thai,94.6
1339,Albanian_(Tosk),Tibetan,87.6
1340,Albanian_(Tosk),Tigrigna,86.5
1341,Albanian_(Tosk),Tmazight_(Riffian_Berber),83.2
1342,Albanian_(Tosk),Tsakonian,63.1
1343,Albanian_(Tosk),Turkish,85.0
1344,Albanian_(Tosk),Turkmen,85.0
1345,Albanian_(Tosk),Tuvan,88.9
1346,Albanian_(Tosk),Ukrainian,67.2
1347,Albanian_(Tosk),Urdu,72.6
1348,Albanian_(Tosk),Uyghur,89.1
1349,Albanian_(Tosk),Uzbek,86.9
1350,Albanian_(Tosk),Veps,87.6
1351,Albanian_(Tosk),Vietnamese,95.7
1352,Albanian_(Tosk),Vlach,73.1
1353,Albanian_(Tosk),Wakhi,72.9
1354,Albanian_(Tosk),Walloon,70.2
1355,Albanian_(Tosk),Warji,98.0
1356,Albanian_(Tosk),Waziri,86.7
1357,Albanian_(Tosk),Welsh,72.9
1358,Albanian_(Tosk),Wolof,86.5
1359,Albanian_(Tosk),Yakut,90.7
1360,Albanian_(Tosk),Yiddish,78.6
1361,Albanian_(Tosk),Yoruba,97.2
1362,Albanian_(Tosk),Yupik,88.7
1363,Albanian_(Tosk),Zazaki,73.9
1364,Albanian_(Tosk),Zulu,87.7
1365,Aleut,Aleut,0.0
1366,Aleut,Altai,83.0
1367,Aleut,Amharic,88.6
1368,Aleut,Arabic,89.8
1369,Aleut,Aramaic_(Syriac),87.0
1370,Aleut,Arbanaski,90.7
1371,Aleut,Armenian,93.2
1372,Aleut,Armenian_(Eastern),91.0
1373,Aleut,Assamese,82.3
1374,Aleut,Avar,93.0
1375,Aleut,Azeri,86.8
1376,Aleut,Balochi,86.7
1377,Aleut,Basaa,100.0
1378,Aleut,Bashkir,85.8
1379,Aleut,Basque,89.7
1380,Aleut,Belarusian,90.2
1381,Aleut,Bemba,88.4
1382,Aleut,Bengali,89.9
1383,Aleut,Bihari,89.3
1384,Aleut,Bole,82.1
1385,Aleut,Brahui,97.6
1386,Aleut,Brazilian,92.1
1387,Aleut,Breton,92.4
1388,Aleut,Bulgarian,89.5
1389,Aleut,Burmese,95.2
1390,Aleut,Burushaski,91.2
1391,Aleut,Buryat,87.0
1392,Aleut,Buyang,90.7
1393,Aleut,Catalan,91.7
1394,Aleut,Cebuano,91.2
1395,Aleut,Chechen,97.9
1396,Aleut,Chinese_(Cantonese),95.4
1397,Aleut,Chinese_(Mandarin),95.4
1398,Aleut,Chuvash,89.5
1399,Aleut,Comorian,89.6
1400,Aleut,Cornish,92.4
1401,Aleut,Croatian,92.3
1402,Aleut,Czech,89.5
1403,Aleut,Danish,92.6
1404,Aleut,Dargwa,85.6
1405,Aleut,Dhivehi_(Maldivian),92.3
1406,Aleut,Ossetic_(Digor),88.1
1407,Aleut,Dizi,87.1
1408,Aleut,Douala,93.8
1409,Aleut,Dutch,89.9
1410,Aleut,English,92.6
1411,Aleut,Estonian,82.3
1412,Aleut,Even,88.4
1413,Aleut,Faroese,87.1
1414,Aleut,Finnish,81.3
1415,Aleut,Flemish,89.9
1416,Aleut,French,92.1
1417,Aleut,Frisian,89.9
1418,Aleut,Friulian,91.7
1419,Aleut,Fula,100.0
1420,Aleut,Galician,92.1
1421,Aleut,Gelao,94.8
1422,Aleut,Georgian,89.7
1423,Aleut,German,93.1
1424,Aleut,Greek_(modern),100.0
1425,Aleut,Greenlandic_(Eastern),76.7
1426,Aleut,Greenlandic_(Western),64.7
1427,Aleut,Gujarati,86.5
1428,Aleut,Gypsy_Romani,81.5
1429,Aleut,Hausa,79.2
1430,Aleut,Hebrew,92.8
1431,Aleut,Hindi,81.9
1432,Aleut,Hungarian,89.6
1433,Aleut,Icelandic,90.8
1434,Aleut,Igbo,94.4
